artist,genre
Los Telez,cumbia sonidera
Réka Ioescu,background music
Satanika,black thrash
Naira Marley,afro dancehall
Sevyn Streeter Featuring Chris Brown,pop
Slaughter to Prevail,russian metal
Roddy Ricch Featuring A Boogie Wit da Hoodie,rap
John Surman,accordion
Kanye West & Lil Pump,rap
XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,emo rap
Breaking Benjamin,alternative metal
Kreayshawn,escape room
Mos Def,alternative hip hop
Katy Perry Featuring Skip Marley,pop
The Wood Brothers,deep new americana
Lil Wayne Featuring Kendrick Lamar,rap
Nocturnal Depression,atmospheric black metal
Daya,pop
Opus Finis,grave wave
K Camp,atl hip hop
Idina Menzel & AURORA,hollywood
Jazz Juice,nu jazz
Helllight,brazilian doom metal
John Kane,"""australian childrens music"""
Hitch & Go,canadian pop punk
Charlie Puth Featuring Selena Gomez,pop
Golden Resurrection,christian metal
Jay Z Featuring Rick Ross,east coast hip hop
Blind Willie Johnson,blues
The Killers,rock
Lorde,pop
Alcest,atmospheric black metal
Miss May I,deathcore
The Chainsmokers Featuring Phoebe Ryan,pop
Big Sean Featuring Nicki Minaj,detroit hip hop
Pusha T Kanye West,hip hop
Drake Featuring Lil Wayne,canadian hip hop
I-Roy,reggae
Lupe Fiasco Featuring Trey Songz,rap
Lil Baby,atl hip hop
Young Money Featuring Drake,rap
Morgan Wallen Featuring Florida Georgia Line,contemporary country
Breakbot,alternative dance
SZA Featuring Travis Scott,pop
Taio Cruz Featuring Travie McCoy,pop
Alex Cortiz,chill lounge
"Chunk! No, Captain Chunk!",anthem emo
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",latin
PSY,k-pop
Pitbull Featuring T-Pain,pop
Silk City x Dua Lipa,edm
ICC,cumbia sonidera
Punch Brothers,bluegrass
"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",pop
Zac Brown Band,country
Meek Mill Featuring Chris Brown & Nicki Minaj,rap
Krzysztof Penderecki,classical
"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",rap
Lauren Daigle,ccm
Michael Finnissy,21st century classical
Eric Bibb,blues
Apulanta,finnish alternative rock
Barrio Jazz Gang,italian lounge
Aron Risa,background piano
DJ Sakin,bubble trance
Hildur Guðnadóttir,cello
Young The Giant,rock
Marcus Miller,electric bass
Calvin Harris Featuring Ayah Marar,pop
Travis Porter,rap
Y2K & bbno$,pop rap
I Prevail,nu-metalcore
Eptic,dubstep
Marshmello Featuring CHVRCHES,pop
Dean Blunt,art pop
Decapitated,metal
The Gates Of Slumber,doom metal
Tha Playah,gabba
Kehlani Featuring Ty Dolla $ign,pop
Kirk Franklin,gospel
Langhorne Slim,anti-folk
Granger Smith,country
Black Debbath,norwegian doom metal
Tranquil Cove,atmosphere
Wolfgang Haffner,german jazz
Tourist,chillwave
Avenged Sevenfold,alternative metal
Dabin,edm
Sawyer Fredericks,deep talent show
STRFKR,chillwave
Gwyneth Paltrow,
Volumes,metalcore
Warcollapse,crust punk
Gucci Mane & Nicki Minaj,rap
"Young Thug, J. Cole & Travis Scott",rap
ScHoolboy Q Featuring Kanye West,rap
Lil Skies Featuring Landon Cube,rap
Eat Your Heart Out,pixie
William Michael Morgan,contemporary country
Lil Nas X & Cardi B,lgbtq+ hip hop
Thad Jones,jazz
Zac Brown Band Featuring Jimmy Buffett,country
T-Pain Featuring Rick Ross,pop
Peter Sandberg,compositional ambient
Dr. Dre Featuring Snoop Dogg & Akon,rap
Solefald,avant-garde black metal
A Boogie Wit da Hoodie Featuring DJ SPINKING,rap
Jennifer Lopez,pop
Blunt Instrument,glitch hop
Ella Mai,pop
Clear Light,classic garage rock
Quavo Featuring Travis Scott,atl hip hop
Devin Townsend Project,avant-garde metal
Pat Metheny,jazz
Millionaire,belgian rock
Love And Theft,country
Florida Georgia Line Featuring Backstreet Boys,country
21 Savage & Metro Boomin,atl hip hop
Migos Featuring Lil Uzi Vert,atl hip hop
Macklemore Featuring Skylar Grey,pop rap
The Weeknd,canadian contemporary r&b
Enrique Iglesias Featuring Juan Luis Guerra,pop
Jay Sean Featuring Pitbull,dance pop
6ix9ine Featuring Tory Lanez,rap
Snow Patrol,irish rock
A$AP Rocky Featuring ScHoolboy Q,east coast hip hop
Dayne S,german house
Wisin Featuring Ozuna,latin
Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,pop
Coldplay Featuring Rihanna,permanent wave
De-Phazz,downtempo
Chief State,anthem emo
The Souljazz Orchestra,funk
6ix9ine Featuring Bobby Shmurda,rap
Popeska,filthstep
Abhi The Nomad,desi hip hop
"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",kids hip hop
Cal Tjader,jazz
Roza Terenzi,australian house
Liam Payne Featuring Quavo,pop
Blackberry Smoke,rock
SoMo,pop
Cannibal Corpse,metal
Stephen Malkmus,alternative rock
Iron Savior,metal
Tay-K,rap
Young Money Featuring Gucci Mane,rap
Young Greatness,new orleans rap
O.T. Genasis,rap
Dennis Lloyd,israeli pop
Ghoul,crossover thrash
After The Burial,metalcore
747,acid techno
mommy,chillhop
Post Malone Featuring Quavo,rap
The Mighty Mighty Bosstones,punk
Christina Aguilera,pop
Parmalee,country
Bridgit Mendler,pop
Jlin,afrofuturism
Passion Pit,alternative dance
Jingo De Lunch,german punk
Pistol Annies,country
U2,rock
Dr. Know,punk
Kendrick Lamar Featuring Drake,conscious hip hop
50 Cent Featuring Ne-Yo,east coast hip hop
A Boogie Wit da Hoodie,rap
BlocBoy JB Featuring Drake,memphis hip hop
Do,dutch pop
Kane Brown Featuring Lauren Alaina,black americana
La Sonora Dinamita,cumbia
Extreme Noise Terror,grindcore
Tyga Featuring Offset,dance pop
Jan Hegenberg,german rock
Sleep On It,anthem emo
DJ Khaled Featuring Drake,pop
Arianna Featuring Pitbull,
Two Steps from Hell,soundtrack
Lorne Balfe,soundtrack
Emerging from the Cocoon,melodic deathcore
Sean Slaughter,gospel rap
Rick Ross Featuring Styles P,rap
Ace Hood Featuring Future & Rick Ross,rap
Yaeji,art pop
Sofie Svensson,danspunk
Charles Mingus,jazz
Marc Mac,broken beat
New Boyz Featuring Chris Brown,dance pop
Nicki Minaj X Mike WiLL Made-It,pop
Jackie McLean,jazz
Black Thought,alternative hip hop
Dying Fetus,brutal death metal
Swedish House Mafia,edm
Bondax,future garage
Dillon Francis & DJ Snake,house
Fakkboiz,fotbollslatar
The Entrainment,asmr
of Montreal,alternative dance
Gloriana,country
Martin Phipps,soundtrack
DJ Paul Elstak,gabba
Zayn Featuring PARTYNEXTDOOR,pop
Lil Dicky Featuring Chris Brown,rap
Lauv,pop
Helhorse,danish metal
DeJ Loaf Featuring Big Sean,detroit hip hop
Snootie Wild Featuring K Camp,memphis hip hop
Billie Eilish,pop
Phoenix,alternative dance
Geoff Zanelli,epicore
Julie Lamontagne Trio,canadian modern jazz
Ran Slavin,abstract
Lisa Harris,ballet class
Muntah Kawat,indonesian death metal
AS IT IS,modern rock
Cantoma,chill lounge
Adam Lambert,pop
T.I. Featuring Eminem,rap
Silverstein,canadian post-hardcore
Everyone Says,chicago pop punk
Charlie Puth Featuring Kehlani,pop
Freedom Dub,coverchill
Laura Fygi,adult standards
Glee Cast Featuring 2Cellos,glee club
Blue Mitchell,jazz
Aura Noir,black death
Jai Paul,indie soul
Anaal Nathrakh,metal
The Pirouettes,electro-pop francais
Justin Bieber Featuring Halsey,pop
French Montana,rap
Gym Class Heroes Featuring Adam Levine,dance pop
Barefoot Jerry,country rock
Ed Sheeran Featuring Khalid,pop
Labh Janjua,filmi
Barbatos,"""black n roll"""
2 Chainz Featuring Drake,atl hip hop
T.I. Featuring Young Thug,rap
Karma Violens,greek black metal
75 Dollar Bill,brooklyn indie
//Tense//,grave wave
The House of Love,britpop
Jakob Bro,contemporary jazz
Oscar Peterson,jazz
Trey Songz Featuring T.I.,pop
"FUCK ART, LET'S DANCE!",german indie rock
3OH!3,pop
Reel People,broken beat
A Winged Victory for the Sullen,ambient
Tones And I,pop
Bayside,emo
Coldplay,permanent wave
U.D.O.,metal
BTS Featuring Desiigner,k-pop
Michael Jackson Duet With Akon,pop
G-Eazy Featuring Marc E. Bassy,pop
Anime,dark hardcore
Jidenna Featuring Roman GianArthur,ghanaian hip hop
Logic Featuring Alessia Cara & Khalid,rap
Thomas Rhett,country
David Guetta Featuring Nicki Minaj,pop
Skrillex & Rick Ross,brostep
Tory Lanez,rap
The Bobby Fuller Four,brill building pop
Incognito,brit funk
2 Chainz Featuring Ariana Grande,atl hip hop
Enbilulugugal,black noise
TootArd,arab alternative
"21 Savage, Offset & Metro Boomin Featuring Quavo",atl hip hop
Sunny Sweeney,country
György Kurtág,avant-garde
Whipstriker,"""black n roll"""
Clean Bandit Featuring Jess Glynne,dance pop
Dean Lewis,pop
Taylor Swift Featuring Kendrick Lamar,pop
Pagandom,gothenburg metal
Weekend Nachos,chaotic hardcore
Ronnie Dunn,country
Nick Jonas Featuring Tove Lo,pop
NAV Featuring Meek Mill,trap
Ambjaay,cali rap
"Ross Lynch, Grace Phipps And Jason Evigan",pop
Hong Kong Atmosphere,
Settle Your Scores,anthem emo
Craft,atmospheric black metal
Engelwood,chillhop
Pat The Bunny,acoustic punk
ASMR Fan Sounds,asmr
PARTYNEXTDOOR,rap
Pim Miles,atmosphere
Empire Cast Featuring Jussie Smollett & Yazz,dance pop
Seekae,ambient idm
Tropkillaz,afrofuturismo brasileiro
Unholy,finnish doom metal
Erik Satie,classical
Electric Wizard,doom metal
LOCASH,contemporary country
Tim McGraw & Faith Hill,country
Brad Paisley Featuring Alabama,country
Baauer,bass trap
Pitbull x El Chombo x Karol G Featuring Cutty Ranks,pop
Lee DeWyze,acoustic pop
Vices I Admire,denver indie
Eric Paslay,contemporary country
Juice WRLD,chicago rap
"Wale Featuring Rick Ross, Meek Mill & T-Pain",rap
"Jhay Cortez, J Balvin & Bad Bunny",latin
POCAH,funk carioca
Corey Voss,anthem worship
Brad Mehldau Trio,jazz
Meek Mill Featuring Chris Brown & Ty Dolla $ign,rap
TOBIAS LARSSON BAND,danspunk
Katy Perry,pop
Kygo & Imagine Dragons,pop
DJ Snake Featuring Justin Bieber,pop
Blake Shelton Featuring Pistol Annies & Friends,country
Jennifer Lopez Featuring DJ Khaled & Cardi B,pop
Camila Cabello Featuring Young Thug,pop
Cate le Bon,art pop
Chris Brown Featuring Gunna,pop
6LACK Featuring J. Cole,r&b
Cardi B Featuring Kehlani,pop
"21 Savage, Offset & Metro Boomin",atl hip hop
Nature Recordings,rain
"Jessie J, Ariana Grande & Nicki Minaj",pop
Marsha Ambrosius,british soul
Young Money Featuring Lloyd,rap
Remute,deep minimal techno
Chris Lane Featuring Tori Kelly,country
3D Stas,future rock
Blue Daisy,experimental hip hop
Sean Kingston Featuring Chris Brown & Wiz Khalifa,pop
Das Ding,dutch experimental electronic
Rihanna Featuring Chris Brown,pop
Lil Wayne Featuring Nicki Minaj,rap
Mark Ronson Featuring Bruno Mars,pop
Shakira Featuring Maluma,pop
Burl Ives,adult standards
Oliver Davis,british contemporary classical
Plini,djent
La Féline,electro-pop francais
Victorious Cast Featuring Victoria Justice,dance pop
Emmure,metalcore
Daigo Hanada,background piano
Gucci Mane Featuring Drake,rap
for KING & COUNTRY,ccm
Ad Inferos,colombian black metal
Cash Cash Featuring Bebe Rexha,pop
The Game Featuring Jeremih,rap
American Authors,rock
Flageladör,brazilian death metal
Zayn,pop
Yellowman,reggae
Monte La Rue,chill lounge
Necrophagia,brutal death metal
Ariel Camacho y Los Plebes Del Rancho,corrido
Artist Vs Poet,alternative pop rock
P!nk,pop
Brad Mehldau,jazz
Marco Antonio Solís,latin
Wale Featuring Sam Dew,rap
Keyshia Cole Featuring Lil Wayne,pop
"benny blanco, Halsey & Khalid",pop
Ke$ha Featuring will.i.am Or Juicy J,pop
Eminem Featuring Royce Da 5'9,detroit hip hop
Imperador Belial,brazilian black metal
The Stooges,rock
Ave Air,background music
David Guetta Featuring Sia & Fetty Wap,pop
Lonewolf,french metal
Crywolf,chillstep
Belphegor,metal
Ottawa,cleveland indie
Grupo G,cumbia
J. Cole Featuring Missy Elliott,conscious hip hop
Selena Gomez & The Scene,pop
Snail's House,future bass
Quavo & Lil Yachty,rap
Robert Armani,acid house
J. Cole,conscious hip hop
Blake Shelton Featuring Gwen Sebastian,country
Jay-Z + Mr. Hudson,east coast hip hop
G Sidhu,bhangra
Lil Nas X,lgbtq+ hip hop
Usher,atl hip hop
Garrett Hedlund & Leighton Meester,country
Pulsedriver,eurodance
Bost & Bim,french reggae
Christina Grimmie,post-teen pop
6ix9ine Featuring Nicki Minaj & Kanye West,rap
Grand Magus,doom metal
Greta Van Fleet,rock
Kristen Bell & Idina Menzel,disney
Woo,british experimental
AWOLNATION,rock
Young Thug And Travis Scott Featuring Quavo,rap
Ben Frost,australian experimental
Nohidea,chillhop
Afrojack,big room
Hozier,irish singer-songwriter
Drake Featuring Rihanna,canadian hip hop
Godflesh,birmingham metal
Benediction,metal
"SZA, The Weeknd & Travis Scott",pop
Dae Dae,atl hip hop
Textures,djent
Adam Wakefield,country pop
Frankie Ballard,country
Ebb & Flod,background music
Trinidad James,atl hip hop
R. City Featuring Adam Levine,reggae fusion
Marduk,metal
Ya Levis,
"French Montana Featuring Rick Ross, Drake, Lil Wayne",rap
The Okee Dokee Brothers,banjo
Train Featuring Ashley Monroe,pop
Adele,pop
Le Réparateur,french punk
Beyonce Featuring The Weeknd,pop
Ariel Kelly,latin christian
The Chainsmokers Featuring XYLO,pop
Chris Brown Featuring Usher & Gucci Mane,pop
Iron Heade,
"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",pop
Matt Stell,arkansas country
The KVB,chamber psych
Belle Margaux,background music
DJ Khaled Featuring Cardi B & 21 Savage,pop
Disaster,chilean metal
LMFAO Featuring Lil Jon,dance pop
Pitbull Featuring Christina Aguilera,pop
VibeSquaD,downtempo bass
Icona Pop Featuring Charli XCX,pop
Nebra,atmospheric post-metal
Clean Bandit Featuring Demi Lovato,dance pop
Fresh Life Worship,anthem worship
Rich Homie Quan,atl hip hop
Taylor Swift,pop
Jon Pardi,country
Prince Royce,latin
Clint Mansell,soundtrack
Rob Thomas,acoustic pop
The Script Featuring will.i.am,celtic rock
Boys of Fall,anthem emo
Rachel Platten,pop
Kings Of Leon,rock
Venom Inc.,"""black n roll"""
DaBaby Featuring Offset,north carolina hip hop
Pitbull Featuring Flo Rida & LunchMoney Lewis,pop
Deerhunter,alternative dance
Carpenter Brut,cyberpunk
Soulja Boy Tell'em,rap
K'Naan Featuring Nelly Furtado,reggae fusion
Meghan Trainor,pop
Black V Neck,bass house
Shakira,pop
Getter,brostep
Clap Your Hands Say Yeah,alternative dance
The Script,celtic rock
Danakil,electro dub
David Guetta & Chris Willis Featuring Fergie & LMFAO,pop
Joyner Lucas Featuring Logic,boston hip hop
Accept,metal
Yo Gotti Featuring Lil Wayne,rap
Drake Featuring WizKid & Kyla,canadian hip hop
Slaine,boston hip hop
The 2 Inversions,focus
Sara Evans,country
Memorain,greek metal
Goldie,
Rishi Rich,bhangra
Barren Cross,christian metal
Foo Fighters,rock
Anthelion,deep symphonic black metal
ohbliv,abstract beats
Silent Knight,australian metal
Blue Stahli,cyberpunk
Gym Class Heroes Featuring Ryan Tedder,dance pop
Martin Garrix Featuring Macklemore & Patrick Stump,pop
Aloe Blacc,pop soul
Joshua Redman,jazz
Julius Aston,background music
A$AP Ferg Featuring Future,rap
Black Book Lodge,danish metal
Stella Donnelly,australian singer-songwriter
Barns Courtney,rock
The Butterflies,vintage dutch pop
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,pop
Trippie Redd Featuring Travis Scott,rap
Tab Benoit,blues
John Coltrane Quartet,jazz
Hiss Golden Messenger,folk
Bruno Mars,pop
Meek Mill Featuring Cardi B,rap
Joseph Tawadros,arab folk
Raymix,musica mexicana
Bing & Ruth,ambient
Meek Mill Featuring Ella Mai,rap
C. Da Afro,disco house
David Lee Murphy & Kenny Chesney,country
Migos Featuring DJ Khaled,atl hip hop
Nicki Minaj Featuring 2 Chainz,pop
Guts,bboy
Holocausto,brazilian metal
Anna Kendrick,hollywood
DJ Isaac,australian dance
Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,conscious hip hop
"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",latin
The Downtown Fiction,alternative pop rock
Myth Syzer,french hip hop
J. Cole Featuring TLC,conscious hip hop
Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,pop
Ranveer Singh,desi hip hop
The Maine,rock
Iggy Azalea Featuring Charli XCX,pop
Russ,hawaiian hip hop
Stanley Turrentine,jazz
Pestilence,metal
Mega Drive,cyberpunk
Jerrod Niemann,country
Greg Bates,country road
Jason Derulo,pop
Oneke,focus
Rivers & Robots,ambient worship
Georgia Anne Muldrow,alternative hip hop
Bill Frisell,jazz
Skrillex,brostep
Walter Trout,blues
Mnemic,cyber metal
Hard Excess,austrian metal
Scotty McCreery,country
Brenda Lee,adult standards
The White Buffalo & The Forest Rangers,new americana
Bruno Mars & Cardi B,pop
Blake Shelton Featuring Ashley Monroe,country
Jaheim,contemporary r&b
"benny blanco, Tainy, Selena Gomez & J Balvin",pop
High Valley,country
6ix9ine Featuring A Boogie Wit da Hoodie,rap
Innoss'B,african gospel
The Chainsmokers & Coldplay,pop
Wiz Khalifa Featuring Too $hort,rap
The Mahones,canadian celtic
The Chainsmokers Featuring Daya,pop
Talla 2XLC,trance
Knowa Knowone,glitch hop
Suicide Silence,metalcore
Urfaust,ambient black metal
Sage The Gemini,dance pop
Daniel Pemberton,soundtrack
B.o.B Featuring Taylor Swift,pop
Usher Featuring Juicy J,atl hip hop
Cardi B Featuring SZA,pop
Lil Jon Featuring LMFAO,atl hip hop
Migos,atl hip hop
Baths,chillwave
YoungBoy Never Broke Again,baton rouge rap
Blake Shelton & Dia Frampton,country
Don Toliver,pop
Guru,boston hip hop
Delle Alpi,atmosphere
Girlpool,anti-folk
Agent K,broken beat
Cardi B,pop
Mike Dunn,chicago house
Anuel AA & Romeo Santos,reggaeton
Testament,metal
Banda Tierra Sagrada,banda
Buddy Guy,blues
Omac,west australian hip hop
They Dream By Day,atmosphere
Al Gromer Khan,meditation
Drake Featuring Sampha,canadian hip hop
Gym Class Heroes Featuring Neon Hitch,dance pop
Otto Totland,compositional ambient
Beast In Black,finnish heavy metal
Avantasia,metal
Sara Watkins,bluegrass
Troye Sivan,pop
Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,
Lifehouse,alternative metal
From The Dark,alabama metal
Arizona Zervas,pop rap
Twista Featuring Chris Brown,rap
Daddy Yankee,latin
August Burns Red,metalcore
Christina Perri Featuring Steve Kazee,pop
Ne-Yo,pop
The Chainsmokers,pop
Drake Featuring JAY-Z,canadian hip hop
Dre Murray,christian hip hop
Rick Ross Featuring Wale & Drake,rap
Glee Cast,glee club
Flo Rida Featuring David Guetta,pop
Jamie N Commons & X Ambassadors,rock
Us3,jazz rap
Timecop1983,cyberpunk
Nate Fifield,ballet class
Benny Sings,dutch pop
Usher Featuring will.i.am,atl hip hop
Mac Miller,rap
Hannibal Buress,comedy
Pray TV,australian alternative rock
Charlie Puth Featuring Meghan Trainor,pop
RetroElectric Big Band,electro swing
Cashmere Cat,pop
Kanye West Jay Z,rap
Gavin Luke,compositional ambient
Bizzle,christian hip hop
Erykah Badu,afrofuturism
"Kristen Bell, Agatha Lee Monn & Katie Lopez",disney
Sister Rosetta Tharpe,blues
Deep Watch,background music
Kendrick Lamar Featuring Rihanna,conscious hip hop
"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",pop
Krut,ukrainian indie
Auli'i Cravalho,disney
Maren Morris Featuring Vince Gill,country
Joyner Lucas & Chris Brown,boston hip hop
Adrian Von Ziegler,dungeon synth
Gershon Jackson,chicago house
Manilla Road,metal
John Newman,
Justin Bieber Featuring Jaden Smith,pop
Calvin Harris Featuring Future & Khalid,pop
Hailee Steinfeld,pop
Drake Featuring The Throne,canadian hip hop
LMFAO Featuring Lauren Bennett & GoonRock,dance pop
Heyoka,downtempo bass
Jeff Rosenstock,emo
Iyaz,dance pop
Kendrick Lamar Featuring Zacari,conscious hip hop
Chris Cagle,country
Jon Bellion,pop rap
Gucci Mane Featuring Plies Or OJ Da Juiceman,rap
Deep Dive Corp.,electro jazz
Noah Cyrus Featuring Labrinth,pop
Living Death,german metal
Lambert,compositional ambient
Tiesto Featuring Matthew Koma,pop
J Balvin,reggaeton
Antologie,background music
Brantley Gilbert + Lindsay Ell,country
Völund Smed,danspunk
Josh Turner,country
Solange,pop
Kodak Black,rap
Statik Selektah,alternative hip hop
Galantis,pop
Ciara Featuring Nicki Minaj,pop
The Revivalists,rock
The Weeknd Featuring Future,canadian contemporary r&b
Far*East Movement Featuring Cataracs & Dev,asian american hip hop
YG Featuring Drake & Kamaiyah,rap
Exmortem,danish death metal
Calibre 50,musica mexicana
Juice WRLD & YoungBoy Never Broke Again,chicago rap
Yo Gotti Featuring Nicki Minaj,rap
Pharrell Williams,pop
Terry Riley,american contemporary classical
My Darkest Days,alternative metal
Doja Cat & Tyga,pop
The Swing Bot,electro swing
